num_demands,seed,state,demand_id,bandwidth,ip_source,ip_target,optical_source,optical_target,ip_path,optical_mapped_path,ip_link_lightpaths
50,50042,best,d22,37,5,3,5,9,5 -> 4 -> 0 -> 3,5 -> 6 -> 1 -> 9,"IP 5->4 maps OPT 5->6: LP#20: 5 -> 9 -> 6 [slot=4-4, slots=1]; LP#24: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=11-11, slots=1]; LP#308: 5 -> 1 -> 8 -> 7 -> 3 -> 6 [slot=4-4, slots=1]; LP#421: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=2-2, slots=1]; LP#462: 5 -> 7 -> 2 -> 6 [slot=5-5, slots=1]; LP#581: 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=8-8, slots=1]; LP#608: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=9-9, slots=1]; LP#635: 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=6-6, slots=1] | IP 4->0 maps OPT 6->1: LP#522: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=17-17, slots=1]; LP#527: 6 -> 2 -> 7 -> 5 -> 1 [slot=8-8, slots=1]; LP#557: 6 -> 1 [slot=3-3, slots=1]; LP#559: 6 -> 2 -> 7 -> 8 -> 1 [slot=4-4, slots=1]; LP#574: 6 -> 3 -> 7 -> 5 -> 1 [slot=11-11, slots=1]; LP#598: 6 -> 3 -> 7 -> 5 -> 1 [slot=10-10, slots=1]; LP#627: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=18-18, slots=1]; LP#644: 6 -> 3 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=9-9, slots=1] | IP 0->3 maps OPT 1->9: LP#286: 1 -> 6 -> 3 -> 7 -> 5 -> 9 [slot=15-15, slots=1]; LP#346: 1 -> 6 -> 9 [slot=2-2, slots=1]; LP#400: 1 -> 5 -> 9 [slot=9-9, slots=1]"
50,50042,best,d23,97,4,1,6,0,4 -> 5 -> 1,6 -> 5 -> 0,"IP 4->5 maps OPT 6->5: LP#303: 6 -> 2 -> 4 -> 8 -> 7 -> 5 [slot=24-24, slots=1]; LP#430: 6 -> 2 -> 4 -> 8 -> 7 -> 5 [slot=29-29, slots=1]; LP#544: 6 -> 9 -> 5 [slot=4-4, slots=1]; LP#571: 6 -> 2 -> 4 -> 8 -> 7 -> 5 [slot=21-21, slots=1] | IP 5->1 maps OPT 5->0: LP#271: 5 -> 1 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=16-16, slots=1]; LP#363: 5 -> 1 -> 6 -> 3 -> 7 -> 2 -> 4 -> 0 [slot=12-12, slots=1]; LP#407: 5 -> 1 -> 8 -> 4 -> 0 [slot=15-15, slots=1]; LP#604: 5 -> 7 -> 2 -> 4 -> 0 [slot=14-14, slots=1]; LP#605: 5 -> 1 -> 6 -> 3 -> 7 -> 8 -> 4 -> 0 [slot=19-19, slots=1]; LP#634: 5 -> 1 -> 6 -> 2 -> 7 -> 8 -> 4 -> 0 [slot=1-1, slots=1]; LP#639: 5 -> 1 -> 8 -> 4 -> 0 [slot=17-17, slots=1]"
50,50042,best,d24,91,0,3,1,9,0 -> 4 -> 3,1 -> 6 -> 9,"IP 0->4 maps OPT 1->6: LP#8: 1 -> 5 -> 7 -> 2 -> 6 [slot=4-4, slots=1]; LP#484: 1 -> 8 -> 7 -> 2 -> 6 [slot=0-0, slots=1]; LP#496: 1 -> 6 [slot=0-0, slots=1] | IP 4->3 maps OPT 6->9: LP#16: 6 -> 2 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=3-3, slots=1]; LP#517: 6 -> 9 [slot=0-0, slots=1]; LP#554: 6 -> 1 -> 5 -> 9 [slot=2-2, slots=1]; LP#600: 6 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=7-7, slots=1]; LP#628: 6 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=5-5, slots=1]"
50,50042,best,d25,66,3,2,9,4,3 -> 2,9 -> 4,"IP 3->2 maps OPT 9->4: LP#124: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=19-19, slots=1]; LP#193: 9 -> 6 -> 2 -> 7 -> 8 -> 4 [slot=27-27, slots=1]; LP#269: 9 -> 6 -> 2 -> 7 -> 8 -> 4 [slot=10-10, slots=1]; LP#511: 9 -> 6 -> 1 -> 8 -> 4 [slot=16-16, slots=1]; LP#610: 9 -> 6 -> 1 -> 8 -> 4 [slot=20-20, slots=1]; LP#643: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=13-13, slots=1]"
50,50042,best,d26,70,3,0,9,1,3 -> 4 -> 0,9 -> 6 -> 1,"IP 3->4 maps OPT 9->6: LP#101: 9 -> 5 -> 7 -> 2 -> 6 [slot=30-30, slots=1]; LP#106: 9 -> 5 -> 7 -> 2 -> 6 [slot=33-33, slots=1]; LP#109: 9 -> 6 [slot=1-1, slots=1]; LP#111: 9 -> 5 -> 7 -> 2 -> 6 [slot=35-35, slots=1]; LP#175: 9 -> 5 -> 7 -> 8 -> 1 -> 6 [slot=29-29, slots=1]; LP#216: 9 -> 5 -> 7 -> 2 -> 6 [slot=32-32, slots=1]; LP#537: 9 -> 5 -> 1 -> 6 [slot=27-27, slots=1]; LP#586: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=34-34, slots=1] | IP 4->0 maps OPT 6->1: LP#522: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=17-17, slots=1]; LP#527: 6 -> 2 -> 7 -> 5 -> 1 [slot=8-8, slots=1]; LP#557: 6 -> 1 [slot=3-3, slots=1]; LP#559: 6 -> 2 -> 7 -> 8 -> 1 [slot=4-4, slots=1]; LP#574: 6 -> 3 -> 7 -> 5 -> 1 [slot=11-11, slots=1]; LP#598: 6 -> 3 -> 7 -> 5 -> 1 [slot=10-10, slots=1]; LP#627: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=18-18, slots=1]; LP#644: 6 -> 3 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=9-9, slots=1]"
50,50042,best,d27,97,2,4,4,6,2 -> 3 -> 4,4 -> 9 -> 6,"IP 2->3 maps OPT 4->9: LP#79: 4 -> 8 -> 1 -> 6 -> 9 [slot=11-11, slots=1]; LP#81: 4 -> 2 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#82: 4 -> 2 -> 6 -> 9 [slot=19-19, slots=1]; LP#83: 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=26-26, slots=1]; LP#84: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=20-20, slots=1]; LP#89: 4 -> 2 -> 6 -> 9 [slot=27-27, slots=1]; LP#90: 4 -> 8 -> 1 -> 6 -> 9 [slot=28-28, slots=1]; LP#186: 4 -> 2 -> 7 -> 5 -> 9 [slot=18-18, slots=1]; LP#302: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=15-15, slots=1]; LP#358: 4 -> 2 -> 7 -> 5 -> 9 [slot=20-20, slots=1]; LP#614: 4 -> 2 -> 6 -> 9 [slot=12-12, slots=1]; LP#629: 4 -> 2 -> 7 -> 5 -> 9 [slot=25-25, slots=1]; LP#636: 4 -> 2 -> 6 -> 9 [slot=29-29, slots=1] | IP 3->4 maps OPT 9->6: LP#101: 9 -> 5 -> 7 -> 2 -> 6 [slot=30-30, slots=1]; LP#106: 9 -> 5 -> 7 -> 2 -> 6 [slot=33-33, slots=1]; LP#109: 9 -> 6 [slot=1-1, slots=1]; LP#111: 9 -> 5 -> 7 -> 2 -> 6 [slot=35-35, slots=1]; LP#175: 9 -> 5 -> 7 -> 8 -> 1 -> 6 [slot=29-29, slots=1]; LP#216: 9 -> 5 -> 7 -> 2 -> 6 [slot=32-32, slots=1]; LP#537: 9 -> 5 -> 1 -> 6 [slot=27-27, slots=1]; LP#586: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=34-34, slots=1]"
50,50042,best,d28,84,2,5,4,5,2 -> 3 -> 1 -> 5,4 -> 9 -> 0 -> 5,"IP 2->3 maps OPT 4->9: LP#79: 4 -> 8 -> 1 -> 6 -> 9 [slot=11-11, slots=1]; LP#81: 4 -> 2 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#82: 4 -> 2 -> 6 -> 9 [slot=19-19, slots=1]; LP#83: 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=26-26, slots=1]; LP#84: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=20-20, slots=1]; LP#89: 4 -> 2 -> 6 -> 9 [slot=27-27, slots=1]; LP#90: 4 -> 8 -> 1 -> 6 -> 9 [slot=28-28, slots=1]; LP#186: 4 -> 2 -> 7 -> 5 -> 9 [slot=18-18, slots=1]; LP#302: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=15-15, slots=1]; LP#358: 4 -> 2 -> 7 -> 5 -> 9 [slot=20-20, slots=1]; LP#614: 4 -> 2 -> 6 -> 9 [slot=12-12, slots=1]; LP#629: 4 -> 2 -> 7 -> 5 -> 9 [slot=25-25, slots=1]; LP#636: 4 -> 2 -> 6 -> 9 [slot=29-29, slots=1] | IP 3->1 maps OPT 9->0: LP#465: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=23-23, slots=1]; LP#548: 9 -> 5 -> 1 -> 8 -> 4 -> 0 [slot=21-21, slots=1]; LP#590: 9 -> 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=26-26, slots=1]; LP#609: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=11-11, slots=1]; LP#615: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=22-22, slots=1]; LP#620: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=18-18, slots=1]; LP#622: 9 -> 6 -> 2 -> 4 -> 0 [slot=2-2, slots=1] | IP 1->5 maps OPT 0->5: LP#92: 0 -> 4 -> 8 -> 1 -> 5 [slot=19-19, slots=1]; LP#93: 0 -> 4 -> 2 -> 7 -> 5 [slot=0-0, slots=1]; LP#94: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=28-28, slots=1]; LP#95: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=30-30, slots=1]; LP#96: 0 -> 4 -> 8 -> 7 -> 5 [slot=2-2, slots=1]; LP#100: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=33-33, slots=1]; LP#403: 0 -> 4 -> 8 -> 1 -> 5 [slot=27-27, slots=1]"
50,50042,best,d29,27,5,2,5,4,5 -> 0 -> 3 -> 2,5 -> 1 -> 9 -> 4,"IP 5->0 maps OPT 5->1: LP#414: 5 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=1-1, slots=1]; LP#545: 5 -> 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=0-0, slots=1]; LP#588: 5 -> 7 -> 3 -> 6 -> 1 [slot=0-0, slots=1]; LP#589: 5 -> 1 [slot=0-0, slots=1] | IP 0->3 maps OPT 1->9: LP#286: 1 -> 6 -> 3 -> 7 -> 5 -> 9 [slot=15-15, slots=1]; LP#346: 1 -> 6 -> 9 [slot=2-2, slots=1]; LP#400: 1 -> 5 -> 9 [slot=9-9, slots=1] | IP 3->2 maps OPT 9->4: LP#124: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=19-19, slots=1]; LP#193: 9 -> 6 -> 2 -> 7 -> 8 -> 4 [slot=27-27, slots=1]; LP#269: 9 -> 6 -> 2 -> 7 -> 8 -> 4 [slot=10-10, slots=1]; LP#511: 9 -> 6 -> 1 -> 8 -> 4 [slot=16-16, slots=1]; LP#610: 9 -> 6 -> 1 -> 8 -> 4 [slot=20-20, slots=1]; LP#643: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=13-13, slots=1]"
50,50042,best,d30,49,5,4,5,6,5 -> 0 -> 3 -> 4,5 -> 1 -> 9 -> 6,"IP 5->0 maps OPT 5->1: LP#414: 5 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=1-1, slots=1]; LP#545: 5 -> 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=0-0, slots=1]; LP#588: 5 -> 7 -> 3 -> 6 -> 1 [slot=0-0, slots=1]; LP#589: 5 -> 1 [slot=0-0, slots=1] | IP 0->3 maps OPT 1->9: LP#286: 1 -> 6 -> 3 -> 7 -> 5 -> 9 [slot=15-15, slots=1]; LP#346: 1 -> 6 -> 9 [slot=2-2, slots=1]; LP#400: 1 -> 5 -> 9 [slot=9-9, slots=1] | IP 3->4 maps OPT 9->6: LP#101: 9 -> 5 -> 7 -> 2 -> 6 [slot=30-30, slots=1]; LP#106: 9 -> 5 -> 7 -> 2 -> 6 [slot=33-33, slots=1]; LP#109: 9 -> 6 [slot=1-1, slots=1]; LP#111: 9 -> 5 -> 7 -> 2 -> 6 [slot=35-35, slots=1]; LP#175: 9 -> 5 -> 7 -> 8 -> 1 -> 6 [slot=29-29, slots=1]; LP#216: 9 -> 5 -> 7 -> 2 -> 6 [slot=32-32, slots=1]; LP#537: 9 -> 5 -> 1 -> 6 [slot=27-27, slots=1]; LP#586: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=34-34, slots=1]"
50,50042,best,d31,41,2,4,4,6,2 -> 3 -> 1 -> 5 -> 4,4 -> 9 -> 0 -> 5 -> 6,"IP 2->3 maps OPT 4->9: LP#79: 4 -> 8 -> 1 -> 6 -> 9 [slot=11-11, slots=1]; LP#81: 4 -> 2 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#82: 4 -> 2 -> 6 -> 9 [slot=19-19, slots=1]; LP#83: 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=26-26, slots=1]; LP#84: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=20-20, slots=1]; LP#89: 4 -> 2 -> 6 -> 9 [slot=27-27, slots=1]; LP#90: 4 -> 8 -> 1 -> 6 -> 9 [slot=28-28, slots=1]; LP#186: 4 -> 2 -> 7 -> 5 -> 9 [slot=18-18, slots=1]; LP#302: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=15-15, slots=1]; LP#358: 4 -> 2 -> 7 -> 5 -> 9 [slot=20-20, slots=1]; LP#614: 4 -> 2 -> 6 -> 9 [slot=12-12, slots=1]; LP#629: 4 -> 2 -> 7 -> 5 -> 9 [slot=25-25, slots=1]; LP#636: 4 -> 2 -> 6 -> 9 [slot=29-29, slots=1] | IP 3->1 maps OPT 9->0: LP#465: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=23-23, slots=1]; LP#548: 9 -> 5 -> 1 -> 8 -> 4 -> 0 [slot=21-21, slots=1]; LP#590: 9 -> 5 -> 1 -> 6 -> 2 -> 4 -> 0 [slot=26-26, slots=1]; LP#609: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=11-11, slots=1]; LP#615: 9 -> 5 -> 7 -> 2 -> 4 -> 0 [slot=22-22, slots=1]; LP#620: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 -> 0 [slot=18-18, slots=1]; LP#622: 9 -> 6 -> 2 -> 4 -> 0 [slot=2-2, slots=1] | IP 1->5 maps OPT 0->5: LP#92: 0 -> 4 -> 8 -> 1 -> 5 [slot=19-19, slots=1]; LP#93: 0 -> 4 -> 2 -> 7 -> 5 [slot=0-0, slots=1]; LP#94: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=28-28, slots=1]; LP#95: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=30-30, slots=1]; LP#96: 0 -> 4 -> 8 -> 7 -> 5 [slot=2-2, slots=1]; LP#100: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=33-33, slots=1]; LP#403: 0 -> 4 -> 8 -> 1 -> 5 [slot=27-27, slots=1] | IP 5->4 maps OPT 5->6: LP#20: 5 -> 9 -> 6 [slot=4-4, slots=1]; LP#24: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=11-11, slots=1]; LP#308: 5 -> 1 -> 8 -> 7 -> 3 -> 6 [slot=4-4, slots=1]; LP#421: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=2-2, slots=1]; LP#462: 5 -> 7 -> 2 -> 6 [slot=5-5, slots=1]; LP#581: 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=8-8, slots=1]; LP#608: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=9-9, slots=1]; LP#635: 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=6-6, slots=1]"
50,50042,best,d32,89,1,2,0,4,1 -> 5 -> 0 -> 3 -> 2,0 -> 5 -> 1 -> 9 -> 4,"IP 1->5 maps OPT 0->5: LP#92: 0 -> 4 -> 8 -> 1 -> 5 [slot=19-19, slots=1]; LP#93: 0 -> 4 -> 2 -> 7 -> 5 [slot=0-0, slots=1]; LP#94: 0 -> 4 -> 2 -> 6 -> 1 -> 5 [slot=28-28, slots=1]; LP#95: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 [slot=30-30, slots=1]; LP#96: 0 -> 4 -> 8 -> 7 -> 5 [slot=2-2, slots=1]; LP#100: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 1 -> 5 [slot=33-33, slots=1]; LP#403: 0 -> 4 -> 8 -> 1 -> 5 [slot=27-27, slots=1] | IP 5->0 maps OPT 5->1: LP#414: 5 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=1-1, slots=1]; LP#545: 5 -> 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=0-0, slots=1]; LP#588: 5 -> 7 -> 3 -> 6 -> 1 [slot=0-0, slots=1]; LP#589: 5 -> 1 [slot=0-0, slots=1] | IP 0->3 maps OPT 1->9: LP#286: 1 -> 6 -> 3 -> 7 -> 5 -> 9 [slot=15-15, slots=1]; LP#346: 1 -> 6 -> 9 [slot=2-2, slots=1]; LP#400: 1 -> 5 -> 9 [slot=9-9, slots=1] | IP 3->2 maps OPT 9->4: LP#124: 9 -> 6 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=19-19, slots=1]; LP#193: 9 -> 6 -> 2 -> 7 -> 8 -> 4 [slot=27-27, slots=1]; LP#269: 9 -> 6 -> 2 -> 7 -> 8 -> 4 [slot=10-10, slots=1]; LP#511: 9 -> 6 -> 1 -> 8 -> 4 [slot=16-16, slots=1]; LP#610: 9 -> 6 -> 1 -> 8 -> 4 [slot=20-20, slots=1]; LP#643: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 4 [slot=13-13, slots=1]"
50,50042,best,d33,68,1,4,0,6,1 -> 3 -> 0 -> 4,0 -> 9 -> 1 -> 6,"IP 1->3 maps OPT 0->9: LP#378: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=6-6, slots=1]; LP#456: 0 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=12-12, slots=1]; LP#475: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=24-24, slots=1]; LP#520: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 6 -> 9 [slot=21-21, slots=1]; LP#617: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=22-22, slots=1]; LP#618: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=14-14, slots=1]; LP#625: 0 -> 4 -> 2 -> 6 -> 9 [slot=1-1, slots=1]; LP#632: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#633: 0 -> 4 -> 2 -> 6 -> 9 [slot=13-13, slots=1] | IP 3->0 maps OPT 9->1: LP#460: 9 -> 6 -> 3 -> 7 -> 5 -> 1 [slot=7-7, slots=1]; LP#488: 9 -> 6 -> 2 -> 7 -> 8 -> 1 [slot=15-15, slots=1]; LP#513: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=3-3, slots=1]; LP#562: 9 -> 6 -> 1 [slot=6-6, slots=1]; LP#575: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=14-14, slots=1]; LP#603: 9 -> 6 -> 1 [slot=5-5, slots=1] | IP 0->4 maps OPT 1->6: LP#8: 1 -> 5 -> 7 -> 2 -> 6 [slot=4-4, slots=1]; LP#484: 1 -> 8 -> 7 -> 2 -> 6 [slot=0-0, slots=1]; LP#496: 1 -> 6 [slot=0-0, slots=1]"
50,50042,best,d34,93,2,0,4,1,2 -> 3 -> 0,4 -> 9 -> 1,"IP 2->3 maps OPT 4->9: LP#79: 4 -> 8 -> 1 -> 6 -> 9 [slot=11-11, slots=1]; LP#81: 4 -> 2 -> 7 -> 5 -> 9 [slot=17-17, slots=1]; LP#82: 4 -> 2 -> 6 -> 9 [slot=19-19, slots=1]; LP#83: 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=26-26, slots=1]; LP#84: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=20-20, slots=1]; LP#89: 4 -> 2 -> 6 -> 9 [slot=27-27, slots=1]; LP#90: 4 -> 8 -> 1 -> 6 -> 9 [slot=28-28, slots=1]; LP#186: 4 -> 2 -> 7 -> 5 -> 9 [slot=18-18, slots=1]; LP#302: 4 -> 8 -> 7 -> 2 -> 6 -> 9 [slot=15-15, slots=1]; LP#358: 4 -> 2 -> 7 -> 5 -> 9 [slot=20-20, slots=1]; LP#614: 4 -> 2 -> 6 -> 9 [slot=12-12, slots=1]; LP#629: 4 -> 2 -> 7 -> 5 -> 9 [slot=25-25, slots=1]; LP#636: 4 -> 2 -> 6 -> 9 [slot=29-29, slots=1] | IP 3->0 maps OPT 9->1: LP#460: 9 -> 6 -> 3 -> 7 -> 5 -> 1 [slot=7-7, slots=1]; LP#488: 9 -> 6 -> 2 -> 7 -> 8 -> 1 [slot=15-15, slots=1]; LP#513: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=3-3, slots=1]; LP#562: 9 -> 6 -> 1 [slot=6-6, slots=1]; LP#575: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=14-14, slots=1]; LP#603: 9 -> 6 -> 1 [slot=5-5, slots=1]"
50,50042,best,d35,22,3,4,9,6,3 -> 4,9 -> 6,"IP 3->4 maps OPT 9->6: LP#101: 9 -> 5 -> 7 -> 2 -> 6 [slot=30-30, slots=1]; LP#106: 9 -> 5 -> 7 -> 2 -> 6 [slot=33-33, slots=1]; LP#109: 9 -> 6 [slot=1-1, slots=1]; LP#111: 9 -> 5 -> 7 -> 2 -> 6 [slot=35-35, slots=1]; LP#175: 9 -> 5 -> 7 -> 8 -> 1 -> 6 [slot=29-29, slots=1]; LP#216: 9 -> 5 -> 7 -> 2 -> 6 [slot=32-32, slots=1]; LP#537: 9 -> 5 -> 1 -> 6 [slot=27-27, slots=1]; LP#586: 9 -> 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=34-34, slots=1]"
50,50042,best,d36,99,5,0,5,1,5 -> 4 -> 0,5 -> 6 -> 1,"IP 5->4 maps OPT 5->6: LP#20: 5 -> 9 -> 6 [slot=4-4, slots=1]; LP#24: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=11-11, slots=1]; LP#308: 5 -> 1 -> 8 -> 7 -> 3 -> 6 [slot=4-4, slots=1]; LP#421: 5 -> 1 -> 8 -> 4 -> 2 -> 6 [slot=2-2, slots=1]; LP#462: 5 -> 7 -> 2 -> 6 [slot=5-5, slots=1]; LP#581: 5 -> 7 -> 2 -> 4 -> 8 -> 1 -> 6 [slot=8-8, slots=1]; LP#608: 5 -> 7 -> 8 -> 4 -> 2 -> 6 [slot=9-9, slots=1]; LP#635: 5 -> 1 -> 8 -> 7 -> 2 -> 6 [slot=6-6, slots=1] | IP 4->0 maps OPT 6->1: LP#522: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=17-17, slots=1]; LP#527: 6 -> 2 -> 7 -> 5 -> 1 [slot=8-8, slots=1]; LP#557: 6 -> 1 [slot=3-3, slots=1]; LP#559: 6 -> 2 -> 7 -> 8 -> 1 [slot=4-4, slots=1]; LP#574: 6 -> 3 -> 7 -> 5 -> 1 [slot=11-11, slots=1]; LP#598: 6 -> 3 -> 7 -> 5 -> 1 [slot=10-10, slots=1]; LP#627: 6 -> 9 -> 5 -> 7 -> 8 -> 1 [slot=18-18, slots=1]; LP#644: 6 -> 3 -> 7 -> 2 -> 4 -> 8 -> 1 [slot=9-9, slots=1]"
50,50042,best,d37,38,1,5,0,5,1 -> 3 -> 0 -> 5,0 -> 9 -> 1 -> 5,"IP 1->3 maps OPT 0->9: LP#378: 0 -> 4 -> 2 -> 7 -> 3 -> 6 -> 9 [slot=6-6, slots=1]; LP#456: 0 -> 4 -> 8 -> 7 -> 5 -> 9 [slot=12-12, slots=1]; LP#475: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=24-24, slots=1]; LP#520: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 6 -> 9 [slot=21-21, slots=1]; LP#617: 0 -> 4 -> 2 -> 7 -> 8 -> 1 -> 5 -> 9 [slot=22-22, slots=1]; LP#618: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=14-14, slots=1]; LP#625: 0 -> 4 -> 2 -> 6 -> 9 [slot=1-1, slots=1]; LP#632: 0 -> 4 -> 2 -> 7 -> 5 -> 9 [slot=16-16, slots=1]; LP#633: 0 -> 4 -> 2 -> 6 -> 9 [slot=13-13, slots=1] | IP 3->0 maps OPT 9->1: LP#460: 9 -> 6 -> 3 -> 7 -> 5 -> 1 [slot=7-7, slots=1]; LP#488: 9 -> 6 -> 2 -> 7 -> 8 -> 1 [slot=15-15, slots=1]; LP#513: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=3-3, slots=1]; LP#562: 9 -> 6 -> 1 [slot=6-6, slots=1]; LP#575: 9 -> 6 -> 3 -> 7 -> 8 -> 1 [slot=14-14, slots=1]; LP#603: 9 -> 6 -> 1 [slot=5-5, slots=1] | IP 0->5 maps OPT 1->5: LP#49: 1 -> 8 -> 7 -> 3 -> 6 -> 9 -> 5 [slot=9-9, slots=1]; LP#342: 1 -> 8 -> 7 -> 3 -> 6 -> 9 -> 5 [slot=8-8, slots=1]; LP#466: 1 -> 8 -> 4 -> 2 -> 6 -> 9 -> 5 [slot=3-3, slots=1]; LP#642: 1 -> 5 [slot=0-0, slots=1]"
